"Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"28893",59.3872782952553,-2.2005706014472,0.621858600570054,-3.53869931111341,0.000402103597595729,0.00130031284425955
"25961",48.2318280859865,-1.5705290516993,0.443837337867531,-3.53852395394468,0.000402370772270292,0.00130098709599321
"6275",2530.73583299659,-0.933541611561258,0.263925050987819,-3.53714665609498,0.00040447500102683,0.00130760003976803
"107985563",15.3071944433352,-3.93428555734837,1.11236151565651,-3.53687672755057,0.000404888599396286,0.00130874632696986
"2074",241.161050928966,-0.798145044783877,0.225686948540572,-3.53651396301454,0.000405445068121173,0.00131035402135532
"29102",209.933989491443,-0.786466734401769,0.222400166767515,-3.53626863609278,0.000405821796308545,0.00131138043009992
"392",2338.96588724857,0.530790777613434,0.150109412404036,3.53602595009,0.000406194790763514,0.00131220327657199
"729877",38.9089488868793,1.53885951213412,0.435193442723046,3.53603561327886,0.000406179932877261,0.00131220327657199
"23322",7.3105248944889,-4.83740913850786,1.36810693873637,-3.53584138896031,0.000406478664974176,0.00131292904838126
"219749",50.0161106518153,-1.42117203980192,0.401952136198562,-3.53567480258362,0.000406735051260347,0.00131356583551514
"105372997",43.7696009121398,-1.55441721812502,0.439776327180896,-3.53456319054126,0.000408449758929086,0.00131891145398188
"102725022",35.7048503684937,1.4823736228881,0.419459159137627,3.53401181162843,0.000409302786830448,0.00132145659781159
"10298",224.730793971013,1.24802944553094,0.353151576141485,3.53397671098298,0.000409357146674837,0.00132145659781159
"3631",2098.25780978997,-0.630911127772536,0.17855129563108,-3.53350069817536,0.000410095006729872,0.00132364580483671
"60528",443.358594138742,-0.788174703582424,0.223138418454204,-3.53222322288793,0.00041208134641209,0.0013298634515124
"29090",16.7548258994312,-2.70819158420392,0.766958718199128,-3.53107868773294,0.000413868606721308,0.00133543691580883
"55614",64.7301976311931,-1.19595769033423,0.338707598989196,-3.53094437179245,0.000414078823129008,0.00133592082410339
"4902",6.91288595706257,4.20767169240184,1.1917778248695,3.5305839768101,0.000414643366247578,0.00133754757101743
"5205",115.922402885403,-1.14765421701114,0.325066193709068,-3.53052467227117,0.000414736333086013,0.00133765286543262
"3304",1963.28137181316,0.770748671739251,0.218348607994522,3.52989963535095,0.000415717336468752,0.00134062190501136
"101752334",104.973080334877,1.03458494762565,0.293141399423236,3.52930343397836,0.000416655101185721,0.00134345066361672
"105374986",30.64326610091,-1.69903261388403,0.48145297597729,-3.52896897238034,0.000417182040231018,0.00134495413784277
"10969",56.4374857455063,-1.37877668882261,0.390861742878337,-3.5275304220597,0.000419455556920789,0.00135208715208047
"28657",18.3556864994986,-2.85151335617026,0.808473847686349,-3.52703227733412,0.00042024552918251,0.00135443668082747
"107985288",15.7589786876337,2.03139851227136,0.575967527773124,3.52693236044991,0.000420404147448814,0.00135475099048539
"1301",4.08635042750628,4.43098101399282,1.25651380080856,3.52640855288777,0.000421236608280036,0.00135723634873605
"10659",3449.68715596371,-0.715842993529977,0.202997389763377,-3.52636550826784,0.000421305085314997,0.00135725976489536
"26275",32.9421437567633,-1.72714139084677,0.48980023546971,-3.52621592594881,0.000421543127450146,0.00135763214351191
"406883",8.29910369087596,2.53971041317735,0.720233129887428,3.52623380928659,0.000421514661676329,0.00135763214351191
"143879",23.8386739234862,-2.20084468203707,0.62436741124839,-3.52491921004749,0.000423611963650794,0.00136409696224117
"200350",5.62365499283482,3.72618807774541,1.05731324597323,3.52420447954906,0.000424756324576784,0.001367418003969
"56941",301.25806215768,-0.818442728954889,0.23223516861628,-3.52419805248013,0.000424766628093193,0.001367418003969
"101241892",95.4795848494784,1.00941973032584,0.2864618993491,3.5237486472702,0.000425487668291932,0.00136954036241912
"58487",565.959477340155,0.889211262828055,0.2523583473298,3.52360550874099,0.0004257175642288,0.00137008146142372
"84946",27.7445421926423,-1.85183130475756,0.525620402642774,-3.52313436740034,0.00042647508753712,0.00137232021347382
"10286",34.307334627559,-2.69201865803876,0.764173461830792,-3.52278480279761,0.000427037947156524,0.00137393201396529
"124454",143.197558354002,-0.896025311355949,0.254372246691001,-3.52249635332426,0.000427502923058112,0.0013752284659641
"9609",197.249783698695,1.49421444359867,0.424209393478353,3.5223511467926,0.000427737172487245,0.00137578242859474
"399900",65.3797253932827,1.34037031746961,0.380549600608916,3.52219609565977,0.000427987435685768,0.00137627470048873
"107984504",8.59131478680155,2.80092015796327,0.795223588112245,3.52217942203184,0.000428014356208635,0.00137627470048873
"1737",95.3517959556086,-1.06692429840953,0.302967527749212,-3.52157970966677,0.000428983677772188,0.00137919154283319
"105371941",35.0801955311657,1.35323257834401,0.384359423815062,3.52074775456822,0.000430331770006424,0.00138332511860285
"147339",421.149732712185,-0.848509631294696,0.241010260375517,-3.52063696364063,0.000430511592726742,0.00138370257386908
"105371795",57.069163546108,1.19906714859775,0.340588293198471,3.52057652169217,0.000430609724518056,0.00138381739586426
"205428",852.639678315942,1.00710591151155,0.286078376662368,3.52038459970761,0.000430921461932701,0.00138461853309603
"5551",7790.90187877576,-0.983027347627428,0.279243389263044,-3.52032451053453,0.000431019107621625,0.00138473162741262
"8394",485.178243317403,-0.685497037889502,0.194820220741165,-3.51861339280712,0.000433808381388473,0.00139349080818601
"100132247",272.093324265747,0.895140638613012,0.254537945565782,3.51672767933798,0.000436901775354034,0.00140322421302149
"404220",29.5528072413949,-1.79404898322778,0.51020661141708,-3.51631857189164,0.000437575603017247,0.00140518485464221
"107984200",63.5102653563939,1.16652985772502,0.331808520449021,3.51567179813951,0.000438642862701475,0.00140840817224768
"9570",697.679160193897,-0.980637199785277,0.279036079752997,-3.51437420083215,0.000440791396614925,0.00141510184284629
"79692",50.4680671074988,-1.63025455111416,0.463999657515483,-3.51348222936945,0.000442273996777189,0.00141965599370836
"158297",29.6277648924553,1.4344078201524,0.408279971487137,3.51329460254356,0.000442586454722071,0.001420453328558
"10135",5161.84701235029,-1.30759349261838,0.372220518486873,-3.51295382085309,0.000443154490943144,0.00142207057629136
"51735",489.031864122165,-1.13053290984368,0.321864980526827,-3.51244459087543,0.000444004575591177,0.00142459231068713
"387032",86.6360635492425,-1.1087711199473,0.315687155189137,-3.51224654447217,0.00044433559586198,0.00142544813406301
"55144",451.563928671297,-0.811633966198074,0.231109241802383,-3.51190614390093,0.000444905089113065,0.0014270686309841
"102465471",5.94744034763038,3.20506181243124,0.912759118710805,3.5113993897515,0.000445754155556285,0.00142958528280374
"3508",314.759865086988,0.899034450311692,0.256044778762193,3.51123914597254,0.000446022958540942,0.00143024050364235
