GSM,condition,title,source_name,organism,characteristics,molecule,extract_protocol,data_processing,platform
GSM3219583,heart failure,DCM18,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 29; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219584,heart failure,DCM19,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 57; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219585,heart failure,DCM20,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 45; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219586,heart failure,DCM21,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 52; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219587,heart failure,DCM22,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 65; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219588,heart failure,DCM24,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 63; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219589,heart failure,DCM26,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 39; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219590,heart failure,DCM28,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 43; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219591,heart failure,DCM29,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 41; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219592,heart failure,DCM31,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 20; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219593,heart failure,DCM32,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 21; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219594,heart failure,DCM33,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 64; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219595,heart failure,DCM34,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 59; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219596,heart failure,DCM35,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 57; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219597,heart failure,DCM38,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 52; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
